"screen_name","text","stripped_text1"
"Ironjawswife","@LthaSadie @GovCanHealth @environmentca One of many covid vaccines. Its waiting on emergency approval. Company is based in India. With investors such as Bill Gates among others. Itâ€™s being turned into the first â€˜safeâ€™ vaccine to take by anti vaxxers. Whatever.","   one of many covid vaccines its waiting on emergency approval company is based in india with investors such as bill gates among others itâ€™s being turned into the first â€˜safeâ€™ vaccine to take by anti vaxxers whatever"
"chris96331917","Watched a lecture from Prof  Sarah Gilbert tonight on the research and development of the Covid vaccine. From beginning to present day. The most interesting and intriguing hour listening to her faultless presentation of facts. Itâ€™s a must  watch for Vaxers  and anti Vaxers  alike","watched a lecture from prof  sarah gilbert tonight on the research and development of the covid vaccine from beginning to present day the most interesting and intriguing hour listening to her faultless presentation of facts itâ€™s a must  watch for vaxers  and anti vaxers  alike"
"woodman4tb","@Glassman1148 @1Quetzalcoatl1 @Vanessa76_1 @Annie20554592 @dogsdontliket @MikeBetts43 @SuspendThis73 @chrisg409ubc @Klee34036780 @ThereseOSulliv2 @poopantsbiden @Nguyen_anime3 @BeckLuvsBunnies @Sarah20hays @IMFletcherLives @izmks16 @najjar_richard @MTStringer1 @tallnblonde1 @DesnoyerRobert @ghost321 @EricSpahn3 @TJ2020landslide @EricSpahn2 @Gangstakittyboo @waywardmegan15 @4_joc1 @Godslightangel7 @Anti_MagatCult @LindaRosenbaum2 @Saorsa1776 @jaginator @lostandlovinit @Montgom53424622 @MissElizabethA @kempmat27 @theProgEqualist @GhoulishMacabre @MattLevine123 @PhunkJunkeyUSA @4JOC1 @jyurgealitis @TwatterisPravda @AnglerLouisiana @sammk1964 @tabbybr63521322 @janos712 @dnwltrs_walters @CAParalegalServ @toooomanytweets President Trump mobilized the greatest push for a vaccine in the history of the world. No one anywhere in any country has ever done it this quickly before, literally one tenth of the time. So no, they donâ€™t â€œcreateâ€, leaders facilitate. Joe canâ€™t wipe his own ass.","                                                  president trump mobilized the greatest push for a vaccine in the history of the world no one anywhere in any country has ever done it this quickly before literally one tenth of the time so no they donâ€™t â€œcreateâ€ leaders facilitate joe canâ€™t wipe his own ass"
"woodman4tb","@Glassman1148 @1Quetzalcoatl1 @Vanessa76_1 @Annie20554592 @dogsdontliket @MikeBetts43 @SuspendThis73 @chrisg409ubc @Klee34036780 @ThereseOSulliv2 @poopantsbiden @Nguyen_anime3 @BeckLuvsBunnies @Sarah20hays @IMFletcherLives @izmks16 @najjar_richard @MTStringer1 @tallnblonde1 @DesnoyerRobert @ghost321 @EricSpahn3 @TJ2020landslide @EricSpahn2 @Gangstakittyboo @waywardmegan15 @4_joc1 @Godslightangel7 @Anti_MagatCult @LindaRosenbaum2 @Saorsa1776 @jaginator @lostandlovinit @Montgom53424622 @MissElizabethA @kempmat27 @theProgEqualist @GhoulishMacabre @MattLevine123 @PhunkJunkeyUSA @4JOC1 @jyurgealitis @TwatterisPravda @AnglerLouisiana @sammk1964 @tabbybr63521322 @janos712 @dnwltrs_walters @CAParalegalServ @toooomanytweets Funny, Biden said anyone with that many deaths should be thrown out of office. Trump didnâ€™t have a vaccine. Biden HAS a vaccine, yet has MORE deaths. Notice Biden has created no new therapies, no new vaccine, no new protocols, just double down on everything that didnâ€™t work.","                                                  funny biden said anyone with that many deaths should be thrown out of office trump didnâ€™t have a vaccine biden has a vaccine yet has more deaths notice biden has created no new therapies no new vaccine no new protocols just double down on everything that didnâ€™t work"
"GeorgyNowLori","MS hospital fires doctor, anti-vaccine leader for treating COVID patients with ivermectin https://t.co/EXGwMpERL8","ms hospital fires doctor antivaccine leader for treating covid patients with ivermectin "
"IamDallasLyn","Inside the growing alliance between anti-vaccine activists and pro-Trump Republicans https://t.co/tbM8QYKW5B","inside the growing alliance between antivaccine activists and protrump republicans "
"BaileyKirkwood","@piccolohl @uncomfybrain @argonerd @AndySwan Itâ€™s the whole â€œopposing mandatesâ€ part. If youâ€™re vaccinated and disagree with the government being able to force a vaccine mandate how are you antivaxx? Thatâ€™s called anti government overreach.","    itâ€™s the whole â€œopposing mandatesâ€ part if youâ€™re vaccinated and disagree with the government being able to force a vaccine mandate how are you antivaxx thatâ€™s called anti government overreach"
"Patrick64698492","@AliD65088336 They only get paid for anti vaccine stories. Thatâ€™s why"," they only get paid for anti vaccine stories thatâ€™s why"
"PGCitizen","Anti-vaccine protesters followed, intimidated people at vaccine clinic, RCMP say https://t.co/FoEwpnPk5p #cityofpg https://t.co/HgRugrbjte","antivaccine protesters followed intimidated people at vaccine clinic rcmp say  cityofpg "
"NataleLabia","Fascinated as to the depth of anti vaccine fever in South Africa. Truly and irrationally feral. This goes beyond anything regarding a virus and a shot in the arm, it is an outlet of pure anger and frustration of centuries of organized failures","fascinated as to the depth of anti vaccine fever in south africa truly and irrationally feral this goes beyond anything regarding a virus and a shot in the arm it is an outlet of pure anger and frustration of centuries of organized failures"
"fvkivx","Currently regretting this vaccine, I shouldâ€™ve just stayed an anti-vaxxed.","currently regretting this vaccine i shouldâ€™ve just stayed an antivaxxed"
"musicman495","A reminder that RFK, Jr. got his start as an anti-vaccine activist by railing about the connection between autism and the MMR vaccine, despite the fact that the doctor who first claimed there was a connection has *admitted* he fabricated his data. https://t.co/bAZITZCE8w","a reminder that rfk jr got his start as an antivaccine activist by railing about the connection between autism and the mmr vaccine despite the fact that the doctor who first claimed there was a connection has admitted he fabricated his data "
"WHYYNews","The alliance between the political right and the anti-vaccine movement promises to give both sides more power.

The cost is potentially thousands of American lives. https://t.co/XdKxTjQryE","the alliance between the political right and the antivaccine movement promises to give both sides more powerthe cost is potentially thousands of american lives "
"Jedi_Adopted","@GovRonDeSantis All yâ€™all in the comments who are anti-vaccine: if itâ€™s so useless and dangerous, why donâ€™t you ask Gov. DeSantis why he got the vaccine?
Heâ€™s playing you all. Every last one of you.

https://t.co/weI27OGwDu"," all yâ€™all in the comments who are antivaccine if itâ€™s so useless and dangerous why donâ€™t you ask gov desantis why he got the vaccineheâ€™s playing you all every last one of you"
"CouttsKate","@fordnation @celliottability I want you to come out on camera and say the words â€œMy daughterâ€™s anti-vaccine stance is simply WRONG!  Her views are scientifically unfounded and therefore dangerous!  Get your vaccination, now!â€","  i want you to come out on camera and say the words â€œmy daughterâ€™s antivaccine stance is simply wrong  her views are scientifically unfounded and therefore dangerous  get your vaccination nowâ€"
"JackWFC123","@jasontkachuk @Afreemanonland Wanting to potentially protect your family members (who could be vulnerable btw) from Covid is being dumb?

You anti-vaccine/mask people seriously need to be knocked off of your high horse. Youâ€™ve clearly not been in that situation of wanting to protect someone and it shows.","  wanting to potentially protect your family members who could be vulnerable btw from covid is being dumbyou antivaccinemask people seriously need to be knocked off of your high horse youâ€™ve clearly not been in that situation of wanting to protect someone and it shows"
"Glassman1148","@woodman4tb @1Quetzalcoatl1 @Vanessa76_1 @Annie20554592 @dogsdontliket @MikeBetts43 @SuspendThis73 @chrisg409ubc @Klee34036780 @ThereseOSulliv2 @poopantsbiden @Nguyen_anime3 @BeckLuvsBunnies @Sarah20hays @IMFletcherLives @izmks16 @najjar_richard @MTStringer1 @tallnblonde1 @DesnoyerRobert @ghost321 @EricSpahn3 @TJ2020landslide @EricSpahn2 @Gangstakittyboo @waywardmegan15 @4_joc1 @Godslightangel7 @Anti_MagatCult @LindaRosenbaum2 @Saorsa1776 @jaginator @lostandlovinit @Montgom53424622 @MissElizabethA @kempmat27 @theProgEqualist @GhoulishMacabre @MattLevine123 @PhunkJunkeyUSA @4JOC1 @jyurgealitis @TwatterisPravda @AnglerLouisiana @sammk1964 @tabbybr63521322 @janos712 @dnwltrs_walters @CAParalegalServ @toooomanytweets Presidents don't create therapies. We don't need a new vaccine that the same trumpers are going to refuse. Do you even read what you write?","                                                  presidents dont create therapies we dont need a new vaccine that the same trumpers are going to refuse do you even read what you write"
"Glassman1148","@woodman4tb @1Quetzalcoatl1 @Vanessa76_1 @Annie20554592 @dogsdontliket @MikeBetts43 @SuspendThis73 @chrisg409ubc @Klee34036780 @ThereseOSulliv2 @poopantsbiden @Nguyen_anime3 @BeckLuvsBunnies @Sarah20hays @IMFletcherLives @izmks16 @najjar_richard @MTStringer1 @tallnblonde1 @DesnoyerRobert @ghost321 @EricSpahn3 @TJ2020landslide @EricSpahn2 @Gangstakittyboo @waywardmegan15 @4_joc1 @Godslightangel7 @Anti_MagatCult @LindaRosenbaum2 @Saorsa1776 @jaginator @lostandlovinit @Montgom53424622 @MissElizabethA @kempmat27 @theProgEqualist @GhoulishMacabre @MattLevine123 @PhunkJunkeyUSA @4JOC1 @jyurgealitis @TwatterisPravda @AnglerLouisiana @sammk1964 @tabbybr63521322 @janos712 @dnwltrs_walters @CAParalegalServ @toooomanytweets He should have been thrown out of office. Biden is doing everything possible. He had a great vaccine rollout. Over 80% of current deaths are unvaccinated. Biden doesn't own those. The guy who downplayed it is responsible.","                                                  he should have been thrown out of office biden is doing everything possible he had a great vaccine rollout over  of current deaths are unvaccinated biden doesnt own those the guy who downplayed it is responsible"
"ninjageekgirl","The irony of lockdown protesters forcing a hard working shop owner to lockdown &amp; businesses to lose thousands of $$. Seems to defeat the protest purpose <U+0001F644>

Newmarket shop owners fearful of further anti-vaccine mandate protests: 'I had to lock the door' https://t.co/8fqopIdzF7","the irony of lockdown protesters forcing a hard working shop owner to lockdown  businesses to lose thousands of  seems to defeat the protest purpose ufnewmarket shop owners fearful of further antivaccine mandate protests i had to lock the door "
"ProundV","@OzGoofyPrincess I read that after hearing the crying of the right and anti vacxxers about vaccine mandates."," i read that after hearing the crying of the right and anti vacxxers about vaccine mandates"
"RowanWright6","@dr_handler @hollymathnerd In other words: yes, in many senses the US public health authorities are trash with no credibility, but the lies from anti-vaxx (which unlike Merriam-Webster I define as opposing vaccines themselves, not vaccine mandates!) advocates are just as bad if not worse.","  in other words yes in many senses the us public health authorities are trash with no credibility but the lies from antivaxx which unlike merriamwebster i define as opposing vaccines themselves not vaccine mandates advocates are just as bad if not worse"
"loul14950","@acekingspade @benshapiro They are anti mandate and this particular vaccine has no long term data","  they are anti mandate and this particular vaccine has no long term data"
"Blake_Kaplan","MS hospital fires doctor, anti-vaccine leader for treating COVID patients with ivermectin @sunherald #readocal https://t.co/LQYEVVMDbS","ms hospital fires doctor antivaccine leader for treating covid patients with ivermectin  readocal "
"margar45","ICYMI: Here's an update on #COVID19 news in #Mississippi: Hospital fires doctor, anti-vaccine leader for treating patients with #ivermectin via @ibellamurray #healthcare #ms  https://t.co/E0ifmqTLC3","icymi here an update on covid news in mississippi hospital fires doctor antivaccine leader for treating patients with ivermectin  healthcare ms  "
"RahmAntics","This Christian brother is off... being anti-vaccine mandates. https://t.co/J5tkaxcLrG","this christian brother is off being antivaccine mandates "
"jerrybeee7","@GutzeitPatty @lukebayguy @StephenMoore So business owners are free to fire anybody they think is not good for business?  

If ur protected by the vaccine, why do U care what unvaccinated people do?

Im pro vaccine, anti mandate","   so business owners are free to fire anybody they think is not good for business  if ur protected by the vaccine why do u care what unvaccinated people doim pro vaccine anti mandate"
"A_H_Ali81","@disclosetv Why the masks? And don't give the bs answer, that it's because of covid, I'm sure the maj of them are anti mask/anti vaccine."," why the masks and dont give the bs answer that it because of covid im sure the maj of them are anti maskanti vaccine"
"caa2410","How anti-vaccine activists and the GOP are growing closer 

https://t.co/YtZeBf8E9U","how antivaccine activists and the gop are growing closer "
"McHardingMusic","""The #GQP is 'pro-COVID' and is trying to 'keep the pandemic going

Sane Voters are Anti #GQP 

https://t.co/jYfDSY4P8O","the gqp is procovid and is trying to keep the pandemic goingsane voters are anti gqp "
"Becca_Rausch","""We find a huge correlation between belief in misinformation and being unvaccinated,"" says Liz Hamel, who heads public opinion research with <U+2066><U+2066>@kaiserfamfound<U+2069>.
#mapoli #getvaccinated #covid19  https://t.co/R2jnX5CwhB","we find a huge correlation between belief in misinformation and being unvaccinated says liz hamel who heads public opinion research with uuumapoli getvaccinated covid  "
"CouverDoober","@TheNarrator000 @peak_cranky @MaxBlumenthal Anti-science isnt pointing out actual side effects of the vaccine.  It's actually a very scientific thing to do.  I think you should have put air quotes around anti-science.","   antiscience isnt pointing out actual side effects of the vaccine  it actually a very scientific thing to do  i think you should have put air quotes around antiscience"
"Adnama44297406","Guess what? Alzheimers may be prevented by a PENIS drug!  I wonder how many anti-vaxxers will be lined up to get their Viagra post-haste. If Covid was a penis killer, we'd have overcome this pandemic as soon as a vaccine came out.","guess what alzheimers may be prevented by a penis drug  i wonder how many antivaxxers will be lined up to get their viagra posthaste if covid was a penis killer wed have overcome this pandemic as soon as a vaccine came out"
"perezg_mimi","#NUglobalrel Newsweek published an article three weeks ago on anti-vaxxers in Kansas wearing yellow stars like Nazis made Jewish people wear during the holocaust. https://t.co/iuf0DfZx3q","nuglobalrel newsweek published an article three weeks ago on antivaxxers in kansas wearing yellow stars like nazis made jewish people wear during the holocaust "
"jhan2qt","@JamesAl84982849 @DrAseemMalhotra p.s.: and it would surprise me if this would be a signal caused by vaccines, because vaccine adverse events are closely monitored by health authorities in each country as well as anti-vaxers. They would instantly scream loudly these cases were vaccinated. But they don't do that.","  ps and it would surprise me if this would be a signal caused by vaccines because vaccine adverse events are closely monitored by health authorities in each country as well as antivaxers they would instantly scream loudly these cases were vaccinated but they dont do that"
"ThomasSuddes","""Ohio residents push potential ballot initiative to ban vaccine mandates, passports"";
https://t.co/GNWwTc4wt3 via @enquirer","ohio residents push potential ballot initiative to ban vaccine mandates passports "
"ThomasSuddes","""Ohio Attorney General Dave Yost reviewing language for proposed anti-vaccine ballot initiative"";
https://t.co/ibJwYmlHRh","ohio attorney general dave yost reviewing language for proposed antivaccine ballot initiative"
"ThomasSuddes","""Mississippi hospital fires doctor, anti-vaccine leader for treating COVID patients with ivermectin"";
https://t.co/jt2zaRf2y3","mississippi hospital fires doctor antivaccine leader for treating covid patients with ivermectin"
"USTrooper11B","@akheriaty <U+0001F4A9>! 

More Americans have died in â€œRedâ€ States,where the population is anti masks,anti vaccine &amp; anti Covid-19 Protocols &amp; the governors are a bunch of illiterates ignorant killing others for political gains. New York City hasnâ€™t reported a single Covid-19 casualty lately."," ufa more americans have died in â€œredâ€ stateswhere the population is anti masksanti vaccine  anti covid protocols  the governors are a bunch of illiterates ignorant killing others for political gains new york city hasnâ€™t reported a single covid casualty lately"
"travis12284","@bong_dong @BoBoAndYaKnowKn @coolbreez241 @POTUS That rushed vaccine? Iâ€™m not anti vaxxer just do not believe in forcing people to get a vaccine.","    that rushed vaccine iâ€™m not anti vaxxer just do not believe in forcing people to get a vaccine"
"WheresSal","I love how the loud anti-vaxxers are now trying to hide their hospitalization which is now coming up on three weeks. Guess what happened to my vaccinated self? NOTHING. No hospitalization for COVID, no COVID at all, and no hospitalization from vaccine.","i love how the loud antivaxxers are now trying to hide their hospitalization which is now coming up on three weeks guess what happened to my vaccinated self nothing no hospitalization for covid no covid at all and no hospitalization from vaccine"
"CEStephens","Well, here's some background on Christopher Key, an anti-vaxxer testifying at #lalege today calling the COVID vaccine a bioweapon, which it is not.  
https://t.co/WWErKVt7Ga","well here some background on christopher key an antivaxxer testifying at lalege today calling the covid vaccine a bioweapon which it is not  "
"CEStephens","A VAERS fact check, since itâ€™s being thrown around by anti-vaxxers in this #lalege hearing on COVID today:

VAERS is an important tool for tracking reports of adverse vaccine reactions. But itâ€™s data is just that â€” REPORTS, not confirmed reactions.

This is its disclaimer <U+0001F447><U+0001F3FB> https://t.co/Tz2BlQi7k6","a vaers fact check since itâ€™s being thrown around by antivaxxers in this lalege hearing on covid todayvaers is an important tool for tracking reports of adverse vaccine reactions but itâ€™s data is just that â€” reports not confirmed reactionsthis is its disclaimer ufuffb "
"demicker","@EimearMcSiacais @boinkdoinks Mentioned to a friend (psychologist) that religious language &amp; penal times parallels has increased in anti-vaccine sector, they suggested that it maybe an indicator of inter generational trauma.","  mentioned to a friend psychologist that religious language  penal times parallels has increased in antivaccine sector they suggested that it maybe an indicator of inter generational trauma"
"greenrascal_","@uklockdown @SkyNews @UKHSA @PublicHealthW But one person being unvaccinated doesn't make another vaccinated people more safe. The vaccine protects the individual. I'm not anti-vaccine. It clearly works against serious illness and deaths. Never said it doesn't. But there is little evidence to support these restrictions.","    but one person being unvaccinated doesnt make another vaccinated people more safe the vaccine protects the individual im not antivaccine it clearly works against serious illness and deaths never said it doesnt but there is little evidence to support these restrictions"
"EdgecombeM","I doubt very much that any anti vaccine folks listened carefully to the Richard Dimbleby lecture tonight. I watched and listened. I am absolutely in awe of Dame Sarah Gilbert and all those involved. Thank you just doesnâ€™t cut it! #CovidVaccine","i doubt very much that any anti vaccine folks listened carefully to the richard dimbleby lecture tonight i watched and listened i am absolutely in awe of dame sarah gilbert and all those involved thank you just doesnâ€™t cut it covidvaccine"
"cristobalyoung5","My favorite new piece of vaccine disinformation: 

instead of getting vaccinated, folks should drink their own urine

https://t.co/bMw3oZPdut https://t.co/nA9X58cAeJ","my favorite new piece of vaccine disinformation instead of getting vaccinated folks should drink their own urine "
"TerrellDLewis","The anti-life GOP is 'pro-COVID' and is trying to 'keep the pandemic going' #p2 #tcot #prolife https://t.co/9Vw6vYZhZx","the antilife gop is procovid and is trying to keep the pandemic going p tcot prolife "
"lil_doc_b","@leftvic Totally get that; empathy exhaustion;

My approach with anti-vaxxers: I never engage them on their â€œargumentsâ€ as they arenâ€™t sincere -i just say â€œIâ€™m sorry you are afraid of the vaccine and that I hope you come around soon for your own safety and 4 the communityâ€ then I mute em"," totally get that empathy exhaustionmy approach with antivaxxers i never engage them on their â€œargumentsâ€ as they arenâ€™t sincere i just say â€œiâ€™m sorry you are afraid of the vaccine and that i hope you come around soon for your own safety and  the communityâ€ then i mute em"
"taxi_leaks","To all you people spreading anti vaccine conspiracy videos by TicToc wannabe celebrities with so called expert opinions 

Do yourself a favour and download the Dimbleby lecture from tonight on iplayer given by Dane Sarah Gilbert from Oxford university. 

https://t.co/xdOlSGwBxr","to all you people spreading anti vaccine conspiracy videos by tictoc wannabe celebrities with so called expert opinions do yourself a favour and download the dimbleby lecture from tonight on iplayer given by dane sarah gilbert from oxford university "
"B_Doll201","@MikeSington Change this to anti-covid vaccine...."," change this to anticovid vaccine"
"RepMontague","Trevor Noah cuts from the narrative one time by asking whether itâ€™s responsible to take advice on whether you need 3+ shots of a vaccine from the exact same people who stand to profit from giving said advice, and he becomes an anti-vaxxer.

Let the crazies keep eating their own.","trevor noah cuts from the narrative one time by asking whether itâ€™s responsible to take advice on whether you need  shots of a vaccine from the exact same people who stand to profit from giving said advice and he becomes an antivaxxerlet the crazies keep eating their own"
"mysteriouskat","@mistahbuhau @NicholasBardy @BretWeinstein They are not anti-vaccine, they are pro looking at other treatments too, in this specific instance. And just b/c that's in their wheelhouse, doesn't mean they can't talk about other things. Isn't them talking about it the issue you have in the first place?","   they are not antivaccine they are pro looking at other treatments too in this specific instance and just bc that in their wheelhouse doesnt mean they cant talk about other things isnt them talking about it the issue you have in the first place"
"ChrisAn06367911","@PaulDou41741163 @loul14950 @1ohreally @BarryCPearson @catvaxlax Itâ€™s a three vaccine course and yeah some vaccines are annual. If anti vaxxers grew up we would be dealing with new variants and needing new vaccines. You donâ€™t even understand why you are anti. You donâ€™t understand the science or the implications. Why are you so gullible ?","     itâ€™s a three vaccine course and yeah some vaccines are annual if anti vaxxers grew up we would be dealing with new variants and needing new vaccines you donâ€™t even understand why you are anti you donâ€™t understand the science or the implications why are you so gullible "
"richhughes23","Shame that anti BBC, anti vaccine types won't see Sarah Gilbert's lecture. Clickbait 0 Science 1.","shame that anti bbc anti vaccine types wont see sarah gilbert lecture clickbait  science "
"DrRitaMc","Genius portrayal of 

how 
international
vaccine inequity &amp;
anti-Africa policy (i.e. racism, colonialism, etc) 
has skewed 
the narrative 
of the Omicron variant... 

by 
@TheKaranMenon 
https://t.co/7NVKov0CXd","genius portrayal of how internationalvaccine inequity antiafrica policy ie racism colonialism etc has skewed the narrative of the omicron variant by  "
"srudavsky","An Italian anti-vaxxer wanted a health certificate, so he wore a fake arm to his coronavirus vaccination https://t.co/3unoetyLjt","an italian antivaxxer wanted a health certificate so he wore a fake arm to his coronavirus vaccination "
"VeganTroveExtra","@AlanRMacLeod Anyone going to include Max Blumenthal's general anti-vaxxer ""journalism"" where he conflates mandates and passports with vaccine efficacy (also dumping on vaccines) causing vax hesitancy? Or is Max exempt because he is not corporate media?"," anyone going to include max blumenthal general antivaxxer journalism where he conflates mandates and passports with vaccine efficacy also dumping on vaccines causing vax hesitancy or is max exempt because he is not corporate media"
"regordane","@JetBellyMusic @MikeStuchbery_ It is precisely because I am aware of the cesspool of disinformation, which is reminiscent of the anti-vaccine movement of the 19th century, that I do not embrace simplistic mandatory solutions.","  it is precisely because i am aware of the cesspool of disinformation which is reminiscent of the antivaccine movement of the th century that i do not embrace simplistic mandatory solutions"
"jaikarVAL","Went to get my second vaccine and got roasted for being a virgin, they said I had anti-bodies?? Someone explain?","went to get my second vaccine and got roasted for being a virgin they said i had antibodies someone explain"
"Andrew_enders81","@annwmac @couchieMeowMeow @punky_bitch @DrP_MD Just to be clear I am unvaccinated but not anti vaccine. I believe vaccines are fantastic when proper testing is done. Currently the covid shot doesn't conform to the traditional definition of a vaccine. They changed the definition to call this and flu shot a vaccine. Strange.","    just to be clear i am unvaccinated but not anti vaccine i believe vaccines are fantastic when proper testing is done currently the covid shot doesnt conform to the traditional definition of a vaccine they changed the definition to call this and flu shot a vaccine strange"
"VetCanuck","I live in algoma.. what the media fails 2 mention is that living next 2 northern Michigan USA gets u an am far right channel on the <U+0001F4FB> 

Which pumps out 3 hours of Dan bongino,  saun hannity, mark Levin, Ben Shapiro.. daily..

So yeah
.we got nut jobs here
Anti <U+0001F637>. Anti vaccine.","i live in algoma what the media fails  mention is that living next  northern michigan usa gets u an am far right channel on the uffb which pumps out  hours of dan bongino  saun hannity mark levin ben shapiro dailyso yeahwe got nut jobs hereanti uf anti vaccine"
"susanmather4","@BBCSport Please choose someone who isnâ€™t anti-science (anti-vaccine)"," please choose someone who isnâ€™t antiscience antivaccine"
"SashaIngber",".@gbrumfiel on anti-vax disinformation, reports that counties that voted heavily for Trump in the 2020 election ""had nearly three times the COVID mortality rate of those that went for President Biden. Those counties also had far lower vaccination rates."" https://t.co/yZ4hr1RFZN"," on antivax disinformation reports that counties that voted heavily for trump in the  election had nearly three times the covid mortality rate of those that went for president biden those counties also had far lower vaccination rates "
"snulty2","@GMcK2012 Yea and the anti vaxxers think its an experimental vaccine that's been put into people <U+0001F928><U+0001F9D0><U+0001F612><U+0001F612><U+0001F612><U+0001F612>"," yea and the anti vaxxers think its an experimental vaccine that been put into people ufufdufufufuf"
"Jan93482937","@AFPFactCheck @TheHPRA Basically they need to look into people who are having  reactions from the vaccine, I am definitely not anti vaccine but after having three Pfizer vaccines with the last one the booster and still having severe back pain and spasms, I need to know why I am experiencing this pain,","  basically they need to look into people who are having  reactions from the vaccine i am definitely not anti vaccine but after having three pfizer vaccines with the last one the booster and still having severe back pain and spasms i need to know why i am experiencing this pain"
"leeavenir","I'd respect his decision more if he just plain said he doesn't believe in the vaccine. But saying he's not anti-science but also doesn't trust the available vaccines that have allowed some semblance of what normal looked like pre-pandemic is beyond me.","id respect his decision more if he just plain said he doesnt believe in the vaccine but saying he not antiscience but also doesnt trust the available vaccines that have allowed some semblance of what normal looked like prepandemic is beyond me"
"DjDarrylVonRokk","@neontaster what don't you understand? Howard hates the anti-vaccine crowd....as I do."," what dont you understand howard hates the antivaccine crowdas i do"
"angrysoba","@BretWeinstein Most people are not saying that. They are saying that Andrew Yang should question anti-vaccine, pro-ivermectin as prophylactic claims that are made by pundits such as yourself who do not have expertise in this matter."," most people are not saying that they are saying that andrew yang should question antivaccine proivermectin as prophylactic claims that are made by pundits such as yourself who do not have expertise in this matter"
"DerKampferXXIII","@BretWeinstein This is such an incredible transparent statement of pandering to anti vaccine sentiment to get money that it's embarrassing.  I'm sure life has been so hard on you <U+0001F612>"," this is such an incredible transparent statement of pandering to anti vaccine sentiment to get money that it embarrassing  im sure life has been so hard on you uf"
"rdmghost1","@Anastacya_99 @atrupar The facts really donâ€™t matter to those with an anti-vac agenda 
Source: https://t.co/rxXAKqJ1qe","  the facts really donâ€™t matter to those with an antivac agenda source "
"Farran_Rockey","@GillianMcKeith Russian propaganda remember Russia started the anti vaccine movement and disinformation"," russian propaganda remember russia started the anti vaccine movement and disinformation"
"JustinMitchell_","NEW: A #Mississippi ER doctor and anti-vaccine leader whose license was once revoked was fired from a state hospital for treating hospitalized #COVID19  patients with ivermectin, he says. @ibellamurray has the scoop: https://t.co/stp6IPAUgD","new a mississippi er doctor and antivaccine leader whose license was once revoked was fired from a state hospital for treating hospitalized covid  patients with ivermectin he says  has the scoop "
"VotingRights_","Paul Krugman argues the GOP is 'pro-COVID' and is trying to 'keep the pandemic going' https://t.co/noecPfE1fa","paul krugman argues the gop is procovid and is trying to keep the pandemic going "
"No_Rest_For_me","@captain_117 @KhameekJ03 I believe this was made in response to her being transphobic and spreading anti vaccine propaganda","  i believe this was made in response to her being transphobic and spreading anti vaccine propaganda"
"nzherald","'I had to lock the door': Newmarket retailers fearful of further anti-vaccine mandate protests https://t.co/SCSkHTVj13 https://t.co/r5FtkJiFnd","i had to lock the door newmarket retailers fearful of further antivaccine mandate protests  "
"jjsmokkieBOY57","Paul Krugman argues the GOP is 'pro-COVID' and is trying to 'keep the pandemic going' https://t.co/aQUms3XFbQ **DOESN'T TAKE A GENIUS &amp; WE'RE SHORT OF THOSE. THIS IS WHY TRUMP LOST.!!SO, WHAT ELSE THEY GONNA GO AFTER? BIDEN'S STAMMERING? YEP, THAT'S THEM!!**","paul krugman argues the gop is procovid and is trying to keep the pandemic going  doesnt take a genius  were short of those this is why trump lostso what else they gonna go after bidens stammering yep thats them"
"Dluck20","@__kristinf34 @cm3vet @dybala_Juve10 @RealCodyMallory Never said I was an anti vaxers.  You know what happens when you assume...you are an a$$.  I'm for freedom of choice. 

And there is no reason to discuss with you if you dont know/admit that the vaccine does not stop the virus.","    never said i was an anti vaxers  you know what happens when you assumeyou are an a  im for freedom of choice and there is no reason to discuss with you if you dont knowadmit that the vaccine does not stop the virus"
"sunherald","The physician tied to the Coastâ€™s anti-vaccine community once had his medical license revoked and said the hospital wonâ€™t let him on their premises or on the computer system. Hereâ€™s what happened. https://t.co/0DXz2vv541","the physician tied to the coastâ€™s antivaccine community once had his medical license revoked and said the hospital wonâ€™t let him on their premises or on the computer system hereâ€™s what happened "
"AaronTuttleOK","I am shocked at these people saying ""Jesus would get vaccinated"". 

He literally touched lepers, which you were NOT to do, in order to not spread it. So not only was he anti-mask, anti-social distance, he clearly didn't need a vaccine to live. To suggest otherwise is absurd. https://t.co/wWbL2KBY3c","i am shocked at these people saying jesus would get vaccinated he literally touched lepers which you were not to do in order to not spread it so not only was he antimask antisocial distance he clearly didnt need a vaccine to live to suggest otherwise is absurd "
"IM1Voice","@RepStefanik @EliseStefanik 

Your anti-vaccine/anti-mask mantras helped to contribute to this.  All to make a few political points &amp; raise $.

Your silence is telling. https://t.co/t2ywG9pYS2","  your antivaccineantimask mantras helped to contribute to this  all to make a few political points  raise your silence is telling "
"IM1Voice","@RepStefanik This is what you &amp; Republicans have done to ""protect"" life with your COVID anti-vaccine/anti-mask mantras.
You stand alongside suffering &amp; death.

https://t.co/N8hojPZM5v"," this is what you  republicans have done to protect life with your covid antivaccineantimask mantrasyou stand alongside suffering  death"
"DeadEyePirate","@DDMcCreary @r33fr @TheDailyShow If someone received every major vaccine and C19 vaccine but refuses to get 12 subsequent â€œboosterâ€ shots big pharma recommends, does that make someone an anti-vaxxer? Asking for a friend.","   if someone received every major vaccine and c vaccine but refuses to get  subsequent â€œboosterâ€ shots big pharma recommends does that make someone an antivaxxer asking for a friend"
